crime_id,category,month,location_type,latitude,longitude,street_name,outcome_category,outcome_date
116149701,other-theft,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-01
116111639,other-theft,2024-01,Force,51.519379,-0.102729,On or near Charterhouse Street,Investigation complete; no suspect identified,2024-01
116148221,other-theft,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,Investigation complete; no suspect identified,2024-01
116119442,other-theft,2024-01,Force,51.515460,-0.119611,On or near Wild Court,Investigation complete; no suspect identified,2024-01
116148179,other-theft,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-01
116122784,other-theft,2024-01,Force,51.517114,-0.119009,On or near Gate Street,Court result unavailable,2024-10
116122989,other-theft,2024-01,Force,51.511475,-0.120625,On or near Burleigh Street,Investigation complete; no suspect identified,2024-01
116122481,other-theft,2024-01,Force,51.512117,-0.123121,On or near Shopping Area,Investigation complete; no suspect identified,2024-01
116124265,other-theft,2024-01,Force,51.516341,-0.120151,On or near Nightclub,Investigation complete; no suspect identified,2024-02
116146706,other-theft,2024-01,Force,51.508087,-0.124122,On or near Nightclub,Investigation complete; no suspect identified,2024-01
116145048,other-theft,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Investigation complete; no suspect identified,2024-01
116118019,other-theft,2024-01,Force,51.512117,-0.123121,On or near Shopping Area,Investigation complete; no suspect identified,2024-01
116094121,other-theft,2024-01,Force,51.514777,-0.121859,On or near Great Queen Street,Investigation complete; no suspect identified,2024-02
116144597,other-theft,2024-01,Force,51.512499,-0.119459,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-02
116146874,possession-of-weapons,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Status update unavailable,2024-05
116130879,possession-of-weapons,2024-01,Force,51.509786,-0.124658,On or near Police Station,Court result unavailable,2024-08
126014854,possession-of-weapons,2024-01,BTP,51.508482,-0.103737,Blackfriars (station),Status update unavailable,2024-05
115992108,public-order,2024-01,Force,51.514626,-0.097291,On or near Supermarket,Status update unavailable,2024-05
116095827,public-order,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Court result unavailable,2024-11
126015147,public-order,2024-01,BTP,51.508360,-0.124803,Charing Cross (lu Station),Status update unavailable,2024-05
116113715,public-order,2024-01,Force,51.508653,-0.122975,On or near York Buildings,Investigation complete; no suspect identified,2024-01
116144557,public-order,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Investigation complete; no suspect identified,2024-01
116141874,public-order,2024-01,Force,51.517436,-0.119976,On or near Holborn,Investigation complete; no suspect identified,2024-01
116127422,public-order,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Status update unavailable,2024-05
116140577,public-order,2024-01,Force,51.512863,-0.120842,On or near Russell Street,Investigation complete; no suspect identified,2024-02
116158992,public-order,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Investigation complete; no suspect identified,2024-02
116128759,public-order,2024-01,Force,51.509786,-0.124658,On or near Police Station,Court result unavailable,2025-01
116133084,public-order,2024-01,Force,51.513075,-0.118888,On or near Theatre/concert Hall,Status update unavailable,2024-05
116098305,public-order,2024-01,Force,51.515355,-0.096367,On or near Foster Lane,Status update unavailable,2024-05
116146250,public-order,2024-01,Force,51.508409,-0.123461,On or near Buckingham Street,Awaiting court outcome,2025-07
115992177,public-order,2024-01,Force,51.519689,-0.098017,On or near Cloth Street,Investigation complete; no suspect identified,2024-02
116113353,public-order,2024-01,Force,51.512863,-0.120842,On or near Russell Street,Unable to prosecute suspect,2024-02
116098343,public-order,2024-01,Force,51.512590,-0.112811,On or near Essex Street,Investigation complete; no suspect identified,2024-01
126016029,public-order,2024-01,BTP,51.517640,-0.119723,Holborn (lu Station),Status update unavailable,2024-05
115991653,public-order,2024-01,Force,51.509872,-0.092633,On or near Bell Wharf Lane,Formal action is not in the public interest,2024-07
116108828,public-order,2024-01,Force,51.509044,-0.123247,On or near John Adam Street,Investigation complete; no suspect identified,2024-01
116094112,public-order,2024-01,Force,51.512449,-0.115772,On or near Surrey Street,Investigation complete; no suspect identified,2024-02
116148688,public-order,2024-01,Force,51.512059,-0.118929,On or near A301,Investigation complete; no suspect identified,2024-01
115991945,public-order,2024-01,Force,51.512024,-0.094460,On or near Great Trinity Lane,Investigation complete; no suspect identified,2024-01
115991750,public-order,2024-01,Force,51.513515,-0.101589,On or near Ludgate Square,Investigation complete; no suspect identified,2024-01
115991734,public-order,2024-01,Force,51.513736,-0.095224,On or near Shopping Area,Court result unavailable,2024-07
116149821,public-order,2024-01,Force,51.511630,-0.121916,On or near Shopping Area,Unable to prosecute suspect,2024-02
116145850,public-order,2024-01,Force,51.514626,-0.097291,On or near Supermarket,Investigation complete; no suspect identified,2024-01
115991785,public-order,2024-01,Force,51.516067,-0.112019,On or near Chancery Lane,Status update unavailable,2024-05
116095911,public-order,2024-01,Force,51.508087,-0.124122,On or near Nightclub,Unable to prosecute suspect,2024-02
115992061,public-order,2024-01,Force,51.519045,-0.097078,On or near A1,Unable to prosecute suspect,2024-02
115992182,public-order,2024-01,Force,51.514202,-0.108450,On or near Fleet Street,Investigation complete; no suspect identified,2024-03
115992226,public-order,2024-01,Force,51.513515,-0.101589,On or near Ludgate Square,Status update unavailable,2024-05
115992229,public-order,2024-01,Force,51.514770,-0.101292,On or near Amen Court,Status update unavailable,2024-05
115991722,public-order,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Status update unavailable,2024-05
115991961,public-order,2024-01,Force,51.516806,-0.109913,On or near Norwich Street,Status update unavailable,2024-05
116134664,public-order,2024-01,Force,51.510345,-0.122502,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-01
115992020,public-order,2024-01,Force,51.513882,-0.095924,On or near Shopping Area,Status update unavailable,2024-05
115992085,public-order,2024-01,Force,51.513515,-0.101589,On or near Ludgate Square,Investigation complete; no suspect identified,2024-08
115992131,public-order,2024-01,Force,51.511077,-0.101475,On or near A3211,Status update unavailable,2024-05
115992343,public-order,2024-01,Force,51.511794,-0.101906,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-05
115992355,public-order,2024-01,Force,51.517051,-0.102812,On or near Police Station,Formal action is not in the public interest,2024-05
116125272,public-order,2024-01,Force,51.508409,-0.123461,On or near Buckingham Street,Investigation complete; no suspect identified,2024-01
116144626,public-order,2024-01,Force,51.508094,-0.106685,On or near Upper Ground,Unable to prosecute suspect,2024-03
116133086,public-order,2024-01,Force,51.513075,-0.118888,On or near Theatre/concert Hall,Unable to prosecute suspect,2024-04
116148613,public-order,2024-01,Force,51.514633,-0.119025,On or near Kemble Street,Investigation complete; no suspect identified,2024-02
116153959,public-order,2024-01,Force,51.513046,-0.122679,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-02
116134725,public-order,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,Investigation complete; no suspect identified,2024-01
116146857,public-order,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Unable to prosecute suspect,2024-04
116109245,public-order,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,Unable to prosecute suspect,2024-03
116134653,public-order,2024-01,Force,51.509786,-0.124658,On or near Police Station,Court result unavailable,2024-08
116128700,public-order,2024-01,Force,51.509786,-0.124658,On or near Police Station,Status update unavailable,2024-05
116119764,public-order,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Investigation complete; no suspect identified,2024-04
116118021,public-order,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Unable to prosecute suspect,2024-03
116123201,public-order,2024-01,Force,51.509786,-0.124658,On or near Police Station,Status update unavailable,2024-05
116131502,public-order,2024-01,Force,51.508653,-0.122975,On or near York Buildings,Unable to prosecute suspect,2024-03
116131710,public-order,2024-01,Force,51.512133,-0.117918,On or near Montreal Place,Investigation complete; no suspect identified,2024-02
116138278,public-order,2024-01,Force,51.510389,-0.124157,On or near Bedford Street,Court result unavailable,2024-08
116134994,public-order,2024-01,Force,51.508087,-0.124122,On or near Nightclub,Investigation complete; no suspect identified,2024-02
116128701,public-order,2024-01,Force,51.509786,-0.124658,On or near Police Station,Court result unavailable,2025-02
116131703,public-order,2024-01,Force,51.514044,-0.117666,On or near Supermarket,Unable to prosecute suspect,2024-02
116099179,public-order,2024-01,Force,51.518165,-0.120018,On or near Catton Street,Investigation complete; no suspect identified,2024-01
116130919,public-order,2024-01,Force,51.519379,-0.102729,On or near Charterhouse Street,Investigation complete; no suspect identified,2024-01
126014848,public-order,2024-01,BTP,51.511771,-0.103737,Blackfriars (lu Station),Status update unavailable,2024-05
126014855,public-order,2024-01,BTP,51.508482,-0.103737,Blackfriars (station),Status update unavailable,2024-05
126014856,public-order,2024-01,BTP,51.508482,-0.103737,Blackfriars (station),Status update unavailable,2024-05
126017441,public-order,2024-01,BTP,51.510907,-0.114841,Temple (lu Station),Status update unavailable,2024-05
116127423,public-order,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Court result unavailable,2024-10
126015210,public-order,2024-01,BTP,51.514033,-0.103686,City Thameslink (station),Status update unavailable,2024-05
126015253,public-order,2024-01,BTP,51.508484,-0.125879,Colchester (station),Status update unavailable,2024-05
126015254,public-order,2024-01,BTP,51.508484,-0.125879,Colchester (station),Status update unavailable,2024-05
126016503,public-order,2024-01,BTP,51.512177,-0.093935,Mansion House (lu Station),Status update unavailable,2024-05
116154121,robbery,2024-01,Force,51.508351,-0.108355,On or near Conference/exhibition Centre,Investigation complete; no suspect identified,2024-01
115991716,robbery,2024-01,Force,51.511830,-0.094699,On or near Little Trinity Lane,Status update unavailable,2024-05
116132780,robbery,2024-01,Force,51.519379,-0.102729,On or near Charterhouse Street,Investigation complete; no suspect identified,2024-02
116146835,robbery,2024-01,Force,51.508087,-0.124122,On or near Nightclub,Status update unavailable,2024-05
116145919,robbery,2024-01,Force,51.508087,-0.124122,On or near Nightclub,Investigation complete; no suspect identified,2024-01
116145868,robbery,2024-01,Force,51.508094,-0.106685,On or near Upper Ground,Investigation complete; no suspect identified,2024-07
116144548,robbery,2024-01,Force,51.511103,-0.113723,On or near Temple,Status update unavailable,2024-05
116130793,robbery,2024-01,Force,51.519905,-0.102477,On or near Greenhill Rents,Investigation complete; no suspect identified,2024-04
116137290,robbery,2024-01,Force,51.509786,-0.124658,On or near Police Station,Investigation complete; no suspect identified,2024-02
115991712,robbery,2024-01,Force,51.517332,-0.098519,On or near Little Britain,Investigation complete; no suspect identified,2024-04
115992168,robbery,2024-01,Force,51.518231,-0.112953,On or near Southampton Buildings,Investigation complete; no suspect identified,2024-04
116148938,robbery,2024-01,Force,51.519905,-0.102477,On or near Greenhill Rents,Investigation complete; no suspect identified,2024-05
116124400,robbery,2024-01,Force,51.519582,-0.112537,On or near Gray's Inn Square,Investigation complete; no suspect identified,2024-02
116146044,robbery,2024-01,Force,51.519379,-0.102729,On or near Charterhouse Street,Investigation complete; no suspect identified,2024-02
116128774,robbery,2024-01,Force,51.508409,-0.123461,On or near Buckingham Street,Investigation complete; no suspect identified,2024-02
116131313,robbery,2024-01,Force,51.509044,-0.123247,On or near John Adam Street,Investigation complete; no suspect identified,2024-02
116133772,robbery,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,Status update unavailable,2024-05
115992185,robbery,2024-01,Force,51.514626,-0.097291,On or near Supermarket,Investigation complete; no suspect identified,2024-02
115992241,robbery,2024-01,Force,51.519080,-0.103679,On or near Charterhouse Street,Investigation complete; no suspect identified,2024-07
115991692,robbery,2024-01,Force,51.513882,-0.095924,On or near Shopping Area,Investigation complete; no suspect identified,2024-07
116103710,robbery,2024-01,Force,51.517484,-0.112941,On or near Shopping Area,Investigation complete; no suspect identified,2024-02
116115681,robbery,2024-01,Force,51.513757,-0.111567,On or near Middle Temple Lane,Court result unavailable,2024-11
116125587,robbery,2024-01,Force,51.518165,-0.120018,On or near Catton Street,Investigation complete; no suspect identified,2024-01
116089784,robbery,2024-01,Force,51.519379,-0.102729,On or near Charterhouse Street,Investigation complete; no suspect identified,2024-01
116139361,robbery,2024-01,Force,51.515460,-0.119611,On or near Wild Court,Investigation complete; no suspect identified,2024-01
116109626,robbery,2024-01,Force,51.507832,-0.123383,On or near Villiers Street,Unable to prosecute suspect,2024-03
116151832,robbery,2024-01,Force,51.519675,-0.099892,On or near Lindsey Street,Unable to prosecute suspect,2024-06
116134556,robbery,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,Investigation complete; no suspect identified,2024-01
116134857,shoplifting,2024-01,Force,51.519382,-0.106823,On or near Bleeding Heart Yard,Investigation complete; no suspect identified,2024-01
115991705,shoplifting,2024-01,Force,51.513736,-0.095224,On or near Shopping Area,Investigation complete; no suspect identified,2024-03
115992181,shoplifting,2024-01,Force,51.513736,-0.095224,On or near Shopping Area,Offender given a caution,2024-02
116148244,shoplifting,2024-01,Force,51.512117,-0.123121,On or near Shopping Area,Investigation complete; no suspect identified,2024-02
116105744,shoplifting,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,Investigation complete; no suspect identified,2024-02
115992157,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Court result unavailable,2024-08
116118555,shoplifting,2024-01,Force,51.518281,-0.111596,On or near Chancery Lane,Investigation complete; no suspect identified,2024-01
116154211,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Investigation complete; no suspect identified,2024-01
116128801,shoplifting,2024-01,Force,51.511096,-0.122226,On or near Southampton Street,Investigation complete; no suspect identified,2024-01
116119763,shoplifting,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Status update unavailable,2024-05
116136432,shoplifting,2024-01,Force,51.508094,-0.106685,On or near Upper Ground,Investigation complete; no suspect identified,2024-01
116115134,shoplifting,2024-01,Force,51.511096,-0.122226,On or near Southampton Street,Investigation complete; no suspect identified,2024-01
116148246,shoplifting,2024-01,Force,51.511096,-0.122226,On or near Southampton Street,Investigation complete; no suspect identified,2024-01
115992029,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Unable to prosecute suspect,2024-01
115991873,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Court result unavailable,2024-07
115991911,shoplifting,2024-01,Force,51.513736,-0.095224,On or near Shopping Area,Investigation complete; no suspect identified,2024-01
115992210,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Court result unavailable,2024-07
116090601,shoplifting,2024-01,Force,51.512166,-0.123818,On or near Shopping Area,Investigation complete; no suspect identified,2024-01
115991981,shoplifting,2024-01,Force,51.514626,-0.097291,On or near Supermarket,Court result unavailable,2024-09
115992155,shoplifting,2024-01,Force,51.512033,-0.104980,On or near Kingscote Street,Status update unavailable,2024-05
115992159,shoplifting,2024-01,Force,51.513188,-0.091947,On or near Pancras Lane,Investigation complete; no suspect identified,2024-07
115992323,shoplifting,2024-01,Force,51.514626,-0.097291,On or near Supermarket,Investigation complete; no suspect identified,2024-03
115992335,shoplifting,2024-01,Force,51.513882,-0.095924,On or near Shopping Area,Status update unavailable,2024-05
115991661,shoplifting,2024-01,Force,51.513188,-0.091947,On or near Pancras Lane,Investigation complete; no suspect identified,2024-09
115991675,shoplifting,2024-01,Force,51.513941,-0.105131,On or near Bride Lane,Status update unavailable,2024-05
116153980,shoplifting,2024-01,Force,51.512095,-0.120571,On or near Tavistock Street,Investigation complete; no suspect identified,2024-01
116137317,shoplifting,2024-01,Force,51.514621,-0.122802,On or near Dryden Street,Investigation complete; no suspect identified,2024-01
116110271,shoplifting,2024-01,Force,51.511096,-0.122226,On or near Southampton Street,Investigation complete; no suspect identified,2024-01
116151502,shoplifting,2024-01,Force,51.512166,-0.123818,On or near Shopping Area,Investigation complete; no suspect identified,2024-02
115992119,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Court result unavailable,2024-10
115992203,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Investigation complete; no suspect identified,2024-02
115992212,shoplifting,2024-01,Force,51.513736,-0.095224,On or near Shopping Area,Investigation complete; no suspect identified,2024-09
115992065,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Court result unavailable,2024-08
115992095,shoplifting,2024-01,Force,51.514626,-0.097291,On or near Supermarket,Court result unavailable,2024-08
115992113,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Court result unavailable,2024-08
115992320,shoplifting,2024-01,Force,51.514626,-0.097291,On or near Supermarket,Unable to prosecute suspect,2024-02
115992328,shoplifting,2024-01,Force,51.514626,-0.097291,On or near Supermarket,Investigation complete; no suspect identified,2024-02
115992329,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Court result unavailable,2024-08
116094794,shoplifting,2024-01,Force,51.512166,-0.123818,On or near Shopping Area,Local resolution,2024-01
116117119,shoplifting,2024-01,Force,51.512166,-0.123818,On or near Shopping Area,Investigation complete; no suspect identified,2024-01
116134764,shoplifting,2024-01,Force,51.519382,-0.106823,On or near Bleeding Heart Yard,Investigation complete; no suspect identified,2024-01
115991737,shoplifting,2024-01,Force,51.514626,-0.097291,On or near Supermarket,Investigation complete; no suspect identified,2024-04
115992360,shoplifting,2024-01,Force,51.513736,-0.095224,On or near Shopping Area,Status update unavailable,2024-05
115992204,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Investigation complete; no suspect identified,2024-02
115992192,shoplifting,2024-01,Force,51.513736,-0.095224,On or near Shopping Area,Investigation complete; no suspect identified,2024-07
115991799,shoplifting,2024-01,Force,51.513882,-0.095924,On or near Shopping Area,Investigation complete; no suspect identified,2024-06
115991906,shoplifting,2024-01,Force,51.513882,-0.095924,On or near Shopping Area,Status update unavailable,2024-05
115991744,shoplifting,2024-01,Force,51.513736,-0.095224,On or near Shopping Area,Court result unavailable,2024-07
115991726,shoplifting,2024-01,Force,51.514427,-0.091823,On or near Ironmonger Lane,Court result unavailable,2024-07
115992059,shoplifting,2024-01,Force,51.513874,-0.096501,On or near New Change,Court result unavailable,2024-07
115992133,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Court result unavailable,2024-07
115992324,shoplifting,2024-01,Force,51.512033,-0.104980,On or near Kingscote Street,Unable to prosecute suspect,2024-01
116105759,shoplifting,2024-01,Force,51.513777,-0.123456,On or near B402,Status update unavailable,2024-05
116110328,shoplifting,2024-01,Force,51.511096,-0.122226,On or near Southampton Street,Investigation complete; no suspect identified,2024-01
116093801,shoplifting,2024-01,Force,51.512166,-0.123818,On or near Shopping Area,Local resolution,2024-01
116094791,shoplifting,2024-01,Force,51.511096,-0.122226,On or near Southampton Street,Investigation complete; no suspect identified,2024-01
116098400,shoplifting,2024-01,Force,51.511096,-0.122226,On or near Southampton Street,Investigation complete; no suspect identified,2024-01
116098713,shoplifting,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-02
116098942,shoplifting,2024-01,Force,51.512166,-0.123818,On or near Shopping Area,Investigation complete; no suspect identified,2024-01
116098573,shoplifting,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,Investigation complete; no suspect identified,2024-01
116101282,shoplifting,2024-01,Force,51.510759,-0.123061,On or near Maiden Lane,Investigation complete; no suspect identified,2024-01
116151385,shoplifting,2024-01,Force,51.511096,-0.122226,On or near Southampton Street,Investigation complete; no suspect identified,2024-01
116151532,shoplifting,2024-01,Force,51.510345,-0.122502,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-01
116151936,shoplifting,2024-01,Force,51.518231,-0.112953,On or near Southampton Buildings,Investigation complete; no suspect identified,2024-01
116154019,shoplifting,2024-01,Force,51.512166,-0.123818,On or near Shopping Area,Status update unavailable,2024-05
116131422,shoplifting,2024-01,Force,51.511096,-0.122226,On or near Southampton Street,Investigation complete; no suspect identified,2024-02
116131785,shoplifting,2024-01,Force,51.511111,-0.123710,On or near Henrietta Street,Investigation complete; no suspect identified,2024-02
116132660,shoplifting,2024-01,Force,51.511111,-0.123710,On or near Henrietta Street,Investigation complete; no suspect identified,2024-02
116126180,shoplifting,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,Investigation complete; no suspect identified,2024-01
116124002,shoplifting,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,Investigation complete; no suspect identified,2024-01
116145221,shoplifting,2024-01,Force,51.519382,-0.106823,On or near Bleeding Heart Yard,Investigation complete; no suspect identified,2024-01
116112424,shoplifting,2024-01,Force,51.512166,-0.123818,On or near Shopping Area,Investigation complete; no suspect identified,2024-01
116098733,shoplifting,2024-01,Force,51.510393,-0.123264,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-01
116155813,shoplifting,2024-01,Force,51.511096,-0.122226,On or near Southampton Street,Investigation complete; no suspect identified,2024-01
116100915,shoplifting,2024-01,Force,51.519382,-0.106823,On or near Bleeding Heart Yard,Investigation complete; no suspect identified,2024-01
116162862,shoplifting,2024-01,Force,51.519382,-0.106823,On or near Bleeding Heart Yard,Investigation complete; no suspect identified,2024-01
116113349,shoplifting,2024-01,Force,51.511096,-0.122226,On or near Southampton Street,Investigation complete; no suspect identified,2024-01
116137277,shoplifting,2024-01,Force,51.510393,-0.123264,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-01
116142932,shoplifting,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,Local resolution,2024-01
116151953,shoplifting,2024-01,Force,51.517436,-0.119976,On or near Holborn,Investigation complete; no suspect identified,2024-01
116144015,shoplifting,2024-01,Force,51.511096,-0.122226,On or near Southampton Street,Investigation complete; no suspect identified,2024-01
116162839,shoplifting,2024-01,Force,51.518231,-0.112953,On or near Southampton Buildings,Investigation complete; no suspect identified,2024-01
116117130,shoplifting,2024-01,Force,51.510393,-0.123264,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-01
115992014,shoplifting,2024-01,Force,51.514626,-0.097291,On or near Supermarket,Investigation complete; no suspect identified,2024-06
116138356,shoplifting,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-02
115991983,shoplifting,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Court result unavailable,2025-04
116119426,shoplifting,2024-01,Force,51.518231,-0.112953,On or near Southampton Buildings,Investigation complete; no suspect identified,2024-02
115991907,shoplifting,2024-01,Force,51.513882,-0.095924,On or near Shopping Area,Investigation complete; no suspect identified,2024-03
115992281,shoplifting,2024-01,Force,51.513736,-0.095224,On or near Shopping Area,Investigation complete; no suspect identified,2024-03
116146383,theft-from-the-person,2024-01,Force,51.517436,-0.119976,On or near Holborn,Investigation complete; no suspect identified,2024-01
116105732,theft-from-the-person,2024-01,Force,51.512095,-0.120571,On or near Tavistock Street,Investigation complete; no suspect identified,2024-01
116105808,theft-from-the-person,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-01
115991810,theft-from-the-person,2024-01,Force,51.515511,-0.096718,On or near Conference/exhibition Centre,Investigation complete; no suspect identified,2024-02
116105153,theft-from-the-person,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-01
116109639,theft-from-the-person,2024-01,Force,51.512980,-0.124210,On or near Covent Garden,Investigation complete; no suspect identified,2024-01
115991861,theft-from-the-person,2024-01,Force,51.516271,-0.092971,On or near Aldermanbury,Investigation complete; no suspect identified,2024-08
116103439,theft-from-the-person,2024-01,Force,51.508087,-0.124122,On or near Nightclub,Investigation complete; no suspect identified,2024-01
115991882,theft-from-the-person,2024-01,Force,51.516271,-0.092971,On or near Aldermanbury,Status update unavailable,2024-05
115991643,theft-from-the-person,2024-01,Force,51.511794,-0.101906,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-09
116103410,theft-from-the-person,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-01
115992243,theft-from-the-person,2024-01,Force,51.514427,-0.091823,On or near Ironmonger Lane,Investigation complete; no suspect identified,2024-07
115992250,theft-from-the-person,2024-01,Force,51.513874,-0.096501,On or near New Change,Status update unavailable,2024-05
116107091,theft-from-the-person,2024-01,Force,51.509786,-0.124658,On or near Police Station,Investigation complete; no suspect identified,2024-01
116103560,theft-from-the-person,2024-01,Force,51.514369,-0.121645,On or near Drury Lane,Investigation complete; no suspect identified,2024-01
115991968,theft-from-the-person,2024-01,Force,51.513911,-0.102726,On or near Pageantmaster Court,Court result unavailable,2024-11
115991965,theft-from-the-person,2024-01,Force,51.519357,-0.101361,On or near Grand Avenue,Investigation complete; no suspect identified,2024-03
115991978,theft-from-the-person,2024-01,Force,51.517846,-0.109164,On or near Holborn,Status update unavailable,2024-05
116131786,theft-from-the-person,2024-01,Force,51.510373,-0.120887,On or near Savoy Court,Investigation complete; no suspect identified,2024-01
116133109,theft-from-the-person,2024-01,Force,51.512166,-0.123818,On or near Shopping Area,Investigation complete; no suspect identified,2024-01
116133126,theft-from-the-person,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-01
116134621,theft-from-the-person,2024-01,Force,51.508087,-0.124122,On or near Nightclub,Investigation complete; no suspect identified,2024-01
115992009,theft-from-the-person,2024-01,Force,51.516271,-0.092971,On or near Aldermanbury,Status update unavailable,2024-05
116134748,theft-from-the-person,2024-01,Force,51.518231,-0.112953,On or near Southampton Buildings,Investigation complete; no suspect identified,2024-01
115992098,theft-from-the-person,2024-01,Force,51.513874,-0.096501,On or near New Change,Investigation complete; no suspect identified,2024-06
116126152,theft-from-the-person,2024-01,Force,51.512133,-0.117918,On or near Montreal Place,Investigation complete; no suspect identified,2024-01
116089601,theft-from-the-person,2024-01,Force,51.511103,-0.113723,On or near Temple,Investigation complete; no suspect identified,2024-01
115992125,theft-from-the-person,2024-01,Force,51.518231,-0.112953,On or near Southampton Buildings,Investigation complete; no suspect identified,2024-03
115992124,theft-from-the-person,2024-01,Force,51.512024,-0.094460,On or near Great Trinity Lane,Status update unavailable,2024-05
115991935,theft-from-the-person,2024-01,Force,51.513874,-0.096501,On or near New Change,Investigation complete; no suspect identified,2024-02
115992304,theft-from-the-person,2024-01,Force,51.518281,-0.111596,On or near Chancery Lane,Status update unavailable,2024-05
116148110,theft-from-the-person,2024-01,Force,51.512499,-0.119459,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-01
115992361,theft-from-the-person,2024-01,Force,51.519045,-0.097078,On or near A1,Investigation complete; no suspect identified,2024-04
115992359,theft-from-the-person,2024-01,Force,51.514427,-0.091823,On or near Ironmonger Lane,Investigation complete; no suspect identified,2024-04
116154833,theft-from-the-person,2024-01,Force,51.512166,-0.123818,On or near Shopping Area,Investigation complete; no suspect identified,2024-01
116158373,theft-from-the-person,2024-01,Force,51.513882,-0.095924,On or near Shopping Area,Investigation complete; no suspect identified,2024-01
115992301,theft-from-the-person,2024-01,Force,51.512658,-0.092531,On or near Queen Street,Investigation complete; no suspect identified,2024-06
115992058,theft-from-the-person,2024-01,Force,51.514770,-0.101292,On or near Amen Court,Investigation complete; no suspect identified,2024-02
115992033,theft-from-the-person,2024-01,Force,51.513874,-0.096501,On or near New Change,Investigation complete; no suspect identified,2024-03
116163041,theft-from-the-person,2024-01,Force,51.512166,-0.123818,On or near Shopping Area,Investigation complete; no suspect identified,2024-01
116098389,theft-from-the-person,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-01
115991892,theft-from-the-person,2024-01,Force,51.515942,-0.112096,On or near Nightclub,Investigation complete; no suspect identified,2024-02
116098263,theft-from-the-person,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-01
116098391,theft-from-the-person,2024-01,Force,51.512117,-0.123121,On or near Shopping Area,Investigation complete; no suspect identified,2024-01
116091484,theft-from-the-person,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-01
